id_films,names_films,types_film,rating_films,years_films,links_films
1,Капитан Марвел 2 ,"фэнтези, боевик, приключения",0,2023 ,https://baskino.org/films/27566-kapitan-marvel-2.html
2,Капитан Марвел 2 ,"фэнтези, боевик, приключения",0,2023 ,https://baskino.org/films/27567-kapitan-marvel-2.html
3,Очарование свадебной вуали ,"мелодрама, комедия",0,2023 ,https://baskino.org/films/27565-ocharovanie-svadebnoj-vuali.html
4,Слаще шоколада ,"мелодрама, комедия",0,2023 ,https://baskino.org/films/27564-slasche-shokolada.html
5, 3 дня и 3 ночи ,мелодрама,50,2021 ,https://baskino.org/films/15-3-dnja-i-3-nochi.html
6,Хэллоуинская резня 1962-го ,ужасы,0,2023 ,https://baskino.org/films/27562-hjellouinskaja-reznja-1962-go.html
7,Призраки юга ,"ужасы, триллер",0,2023 ,https://baskino.org/films/27561-prizraki-juga.html
8,Слаще шоколада ,"мелодрама, комедия",0,2023 ,https://baskino.org/films/27564-slasche-shokolada.html
9, 3 дня и 3 ночи ,мелодрама,50,2021 ,https://baskino.org/films/15-3-dnja-i-3-nochi.html
10,Призраки юга ,"ужасы, триллер",0,2023 ,https://baskino.org/films/27560-prizraki-juga.html
11,Призраки юга ,"ужасы, триллер",0,2023 ,https://baskino.org/films/27561-prizraki-juga.html
12,Разорви мою жизнь ,"триллер, комедия",0,2023 ,https://baskino.org/films/27556-razorvi-moju-zhizn.html
13,Трубная нация ,драма,0,2023 ,https://baskino.org/films/27555-trubnaja-nacija.html
14,Легенда о Джеке и Диане ,"триллер, драма, мелодрама",0,2023 ,https://baskino.org/films/27552-legenda-o-dzheke-i-diane.html
15,Легенда о Джеке и Диане ,"триллер, драма, мелодрама",0,2023 ,https://baskino.org/films/27553-legenda-o-dzheke-i-diane.html
16,Разбитый ,"триллер, драма",0,2023 ,https://baskino.org/films/27551-razbityj.html
17,Разбитый ,"триллер, драма",0,2023 ,https://baskino.org/films/27550-razbityj.html
18,Сильный воин ,"драма, спорт",0,2023 ,https://baskino.org/films/27548-silnyj-voin.html
19,"Папа, не звезди! ",комедия,0,2023 ,https://baskino.org/films/27547-papa-ne-zvezdi.html
20,Баночка ,"драма, комедия",0,2022 ,https://baskino.org/films/26939-banochka.html
21,По щучьему велению ,"фэнтези, приключения",70,2023 ,https://baskino.org/films/27243-po-schuchemu-veleniju.html
22,Анатомия падения ,"триллер, драма, криминал",0,2023 ,https://baskino.org/films/27390-anatomija-padenija.html
23,Трилогия о богах. Часть 1 ,"боевик, фэнтези",0,2023 ,https://baskino.org/films/26349-trilogija-o-bogah-chast-1.html
24,День благодарения ,ужасы,30,2023 ,https://baskino.org/films/26622-den-blagodarenija.html
25,Кладбище домашних животных: Кровные узы ,ужасы,0,2023 ,https://baskino.org/films/27479-kladbische-domashnih-zhivotnyh-krovnye-uzy.html
26,Бун: Охотник за головами ,"боевик, драма",0,2017 ,https://baskino.org/films/27532-bun-ohotnik-za-golovami.html
27,Бун: Охотник за головами ,"боевик, драма",0,2017 ,https://baskino.org/films/27533-bun-ohotnik-za-golovami.html
28,Статус ,"драма, криминал",0,2023 ,https://baskino.org/films/27531-status.html
29,Детская Машина ,фантастика,0,2023 ,https://baskino.org/films/27530-detskaja-mashina.html
30,Парни из канавы ,"ужасы, комедия",0,2023 ,https://baskino.org/films/27527-parni-iz-kanavy.html
31,Придаток ,ужасы,0,2023 ,https://baskino.org/films/27525-pridatok.html
32,Придаток ,ужасы,0,2023 ,https://baskino.org/films/27526-pridatok.html
33,Король Лахири ,"драма, комедия",0,2023 ,https://baskino.org/films/27524-korol-lahiri.html
34,Из теней ,ужасы,0,2023 ,https://baskino.org/films/27522-iz-tenej.html
35,Догмен ,боевик,0,2023 ,https://baskino.org/films/27519-dogmen.html
36,Догмен ,боевик,0,2023 ,https://baskino.org/films/27520-dogmen.html
37,Волчица ,драма,0,2023 ,https://baskino.org/films/27517-volchica.html
38,ДваДва ,фэнтези,0,2023 ,https://baskino.org/films/27515-dvadva.html
39,Удивительный Оксфорд ,"драма, мелодрама",0,2023 ,https://baskino.org/films/27514-udivitelnyj-oksford.html
40,Удивительный Оксфорд ,"драма, мелодрама",0,2023 ,https://baskino.org/films/27513-udivitelnyj-oksford.html
41,Марк Энтони ,"фантастика, боевик, триллер, драма, комедия",0,2023 ,https://baskino.org/films/27511-mark-jentoni.html
42,Семь одиннадцать вечера ,"фантастика, боевик, триллер",0,2023 ,https://baskino.org/films/27509-sem-odinnadcat-vechera.html
43,Марокканская мафия: Татта ,"боевик, криминал",0,2023 ,https://baskino.org/films/27507-marokkanskaja-mafija-tatta.html
44,Хранитель Зеленого дуба ,мелодрама,0,2023 ,https://baskino.org/films/27503-hranitel-zelenogo-duba.html
45,Зачарованные ,драма,0,2023 ,https://baskino.org/films/27501-zacharovannye.html
46,Зачарованные ,драма,0,2023 ,https://baskino.org/films/27502-zacharovannye.html
47,Кровавое золото ,"боевик, триллер, драма",0,2023 ,https://baskino.org/films/27498-krovavoe-zoloto.html
48,Конкретный убийца ,"ужасы, комедия, фантастика",0,2023 ,https://baskino.org/films/27485-konkretnyj-ubijca.html
49,Балерина ,"боевик, криминал",0,2023 ,https://baskino.org/films/27483-balerina.html
50,Военный трибунал по делу о мятеже на «Кейне» ,"драма, детектив",0,2023 ,https://baskino.org/films/27475-voennyj-tribunal-po-delu-o-mjatezhe-na-kejne.html
51,Дом кукол ,ужасы,0,2023 ,https://baskino.org/films/27474-dom-kukol.html
52,Дорога отчаяния ,"боевик, триллер, детектив",0,2023 ,https://baskino.org/films/27472-doroga-otchajanija.html
53,Отвращение ,"триллер, комедия",0,2023 ,https://baskino.org/films/27470-otvraschenie.html
54,Отец года ,"драма, мелодрама, семейный, спорт",0,2023 ,https://baskino.org/films/27468-otec-goda.html
55,Отец года ,"драма, мелодрама, семейный, спорт",0,2023 ,https://baskino.org/films/27467-otec-goda.html
56,Обмен детьми ,комедия,0,2023 ,https://baskino.org/films/27465-obmen-detmi.html
57,Обмен детьми ,комедия,0,2023 ,https://baskino.org/films/27466-obmen-detmi.html
58,Черная полоса ,"драма, мелодрама, криминал",0,2023 ,https://baskino.org/films/27452-chernaja-polosa.html
59,Мельница ,"фантастика, триллер, драма, детектив",0,2023 ,https://baskino.org/films/27449-melnica.html
60,Похороны ,"драма, история, биография",0,2023 ,https://baskino.org/films/27447-pohorony.html
61,Похороны ,"драма, история, биография",0,2023 ,https://baskino.org/films/27448-pohorony.html
62,Морок ,ужасы,0,2023 ,https://baskino.org/films/27442-morok.html
63,Ты сводишь меня с ума! ,комедия,0,2023 ,https://baskino.org/films/27439-ty-svodish-menja-s-uma.html
64,Мост шантильи ,драма,0,2023 ,https://baskino.org/films/27437-most-shantili.html
65,Мост шантильи ,драма,0,2023 ,https://baskino.org/films/27436-most-shantili.html
66,Заклятие. Зло внутри ,ужасы,0,2023 ,https://baskino.org/films/27434-zakljatie-zlo-vnutri.html
67,Спаркл: История единорога ,"фэнтези, приключения, семейный",0,2023 ,https://baskino.org/films/27430-sparkl-istorija-edinoroga.html
68,Перемены 2 ,"боевик, триллер, драма, криминал",0,2023 ,https://baskino.org/films/27428-peremeny-2.html
69,3 дня в Малайе ,"боевик, военный, история",0,2023 ,https://baskino.org/films/27378-3-dnja-v-malaje.html
70,Темур ,боевик,0,2018 ,https://baskino.org/films/21409-temur.html
71,Загадки потусторонней любви: Убийство в соль мажор В ,детектив,0,2023 ,https://baskino.org/films/27425-zagadki-potustoronnej-ljubvi-ubijstvo-v-sol-mazhor-v.html
72,Красный остров ,драма,0,2023 ,https://baskino.org/films/27423-krasnyj-ostrov.html
73,Повелитель ветра ,"драма, приключения, биография",0,2023 ,https://baskino.org/films/27414-povelitel-vetra.html
74,Дорога милосердия ,триллер,0,2023 ,https://baskino.org/films/27412-doroga-miloserdija.html
75,Дорога милосердия ,триллер,0,2023 ,https://baskino.org/films/27413-doroga-miloserdija.html
76,Нежность ,комедия,0,2023 ,https://baskino.org/films/27410-nezhnost.html
77,Убийство на одну ночь ,"драма, детектив",0,2023 ,https://baskino.org/films/27408-ubijstvo-na-odnu-noch.html
78,Сохранить текущее состояние ,"фантастика, комедия",0,2023 ,https://baskino.org/films/27406-sohranit-tekuschee-sostojanie.html
79,Сохранить текущее состояние ,"фантастика, комедия",0,2023 ,https://baskino.org/films/27407-sohranit-tekuschee-sostojanie.html
80,Дайсукэ Дзигэн ,"боевик, приключения",0,2023 ,https://baskino.org/films/27397-dajsukje-dzigjen.html
81,Убежище в одиночестве ,"драма, комедия, криминал",0,2023 ,https://baskino.org/films/27395-ubezhische-v-odinochestve.html
82,Телохранитель на фрилансе ,"боевик, комедия",0,2023 ,https://baskino.org/films/27393-telohranitel-na-frilanse.html
83,13 пришествий дьявола ,триллер,0,2023 ,https://baskino.org/films/27385-13-prishestvij-djavola.html
84,Голодные игры: Баллада о змеях и певчих птицах ,"фантастика, боевик, триллер, драма, приключения, военный",0,2023 ,https://baskino.org/films/27382-golodnye-igry-ballada-o-zmejah-i-pevchih-pticah.html
85,Голодные игры: Баллада о змеях и певчих птицах ,"фантастика, боевик, триллер, драма, приключения, военный",0,2023 ,https://baskino.org/films/27383-golodnye-igry-ballada-o-zmejah-i-pevchih-pticah.html
86,Сделка с дьяволом ,"криминал, триллер",0,2023 ,https://baskino.org/films/27381-sdelka-s-djavolom.html
87,3 дня в Малайе ,"боевик, военный, история",0,2023 ,https://baskino.org/films/27379-3-dnja-v-malaje.html
88,Выжившая ,триллер,0,2023 ,https://baskino.org/films/27377-vyzhivshaja.html
89,Остров Загадок ,детектив,0,2023 ,https://baskino.org/films/27376-ostrov-zagadok.html
90,Слежка ,триллер,0,2023 ,https://baskino.org/films/27366-slezhka.html
91,В теле убийцы ,"триллер, криминал, фантастика",0,2023 ,https://baskino.org/films/27365-v-tele-ubijcy.html
92,В теле убийцы ,"триллер, криминал, фантастика",0,2023 ,https://baskino.org/films/27364-v-tele-ubijcy.html
93,Хранитель колокола ,ужасы,0,2023 ,https://baskino.org/films/27362-hranitel-kolokola.html
94,Кунг-фу принцесса ,"фэнтези, боевик, криминал",0,2023 ,https://baskino.org/films/27361-kung-fu-princessa.html
95,Кунг-фу принцесса ,"фэнтези, боевик, криминал",0,2023 ,https://baskino.org/films/27360-kung-fu-princessa.html
96,Дорогой Дэвид ,ужасы,0,2023 ,https://baskino.org/films/27358-dorogoj-djevid.html
97,Где-то за семью морями. Сторона А ,"драма, мелодрама",0,2023 ,https://baskino.org/films/27352-gde-to-za-semju-morjami-storona-a.html
98,Три слепых мышки ,ужасы,0,2023 ,https://baskino.org/films/27344-tri-slepyh-myshki.html
99,Китти-киллер ,"боевик, комедия",0,2023 ,https://baskino.org/films/27342-kitti-killer.html
100,Другая Зои ,"драма, мелодрама, комедия",0,2023 ,https://baskino.org/films/27331-drugaja-zoi.html
101,Город в тумане ,ужасы,0,2023 ,https://baskino.org/films/27327-gorod-v-tumane.html
102,Куда ты хочешь отправиться? ,драма,0,2023 ,https://baskino.org/films/27319-kuda-ty-hochesh-otpravitsja.html
103,Куда ты хочешь отправиться? ,драма,0,2023 ,https://baskino.org/films/27320-kuda-ty-hochesh-otpravitsja.html
104,Двойное убийство ,триллер,0,2023 ,https://baskino.org/films/27318-dvojnoe-ubijstvo.html
105,Двойное убийство ,триллер,0,2023 ,https://baskino.org/films/27317-dvojnoe-ubijstvo.html
106,Мари-Лин и ее судья ,"драма, комедия",0,2023 ,https://baskino.org/films/27316-mari-lin-i-ee-sudja.html
107,Очень плохая девчонка ,комедия,0,2023 ,https://baskino.org/films/27314-ochen-plohaja-devchonka.html
108,Хулиганстеры ,"комедия, спорт, криминал",0,2023 ,https://baskino.org/films/27312-huliganstery.html
109,Хулиганстеры ,"комедия, спорт, криминал",0,2023 ,https://baskino.org/films/27311-huliganstery.html
110,Сварливый старый Санта ,комедия,0,2023 ,https://baskino.org/films/27309-svarlivyj-staryj-santa.html
111,Сварливый старый Санта ,комедия,0,2023 ,https://baskino.org/films/27310-svarlivyj-staryj-santa.html
112,Учительская ,драма,0,2023 ,https://baskino.org/films/27308-uchitelskaja.html
113,Учительская ,драма,0,2023 ,https://baskino.org/films/27307-uchitelskaja.html
114,Бездельники 3 ,"триллер, драма, комедия, криминал",0,2023 ,https://baskino.org/films/27306-bezdelniki-3.html
115,Объект преследования ,триллер,0,2023 ,https://baskino.org/films/27303-obekt-presledovanija.html
116,Объект преследования ,триллер,0,2023 ,https://baskino.org/films/27304-obekt-presledovanija.html
117,Квантовый дьявол ,ужасы,0,2023 ,https://baskino.org/films/27301-kvantovyj-djavol.html
118,Квантовый дьявол ,ужасы,0,2023 ,https://baskino.org/films/27302-kvantovyj-djavol.html
119,По-соседски ,драма,0,2023 ,https://baskino.org/films/27298-po-sosedski.html
120,В гуще событий ,драма,0,2023 ,https://baskino.org/films/27296-v-gusche-sobytij.html
121,Я не буду о тебе заботиться ,"ужасы, драма",0,2023 ,https://baskino.org/films/27295-ja-ne-budu-o-tebe-zabotitsja.html
122,Подвал господина Гринберга ,триллер,0,2023 ,https://baskino.org/films/27293-podval-gospodina-grinberga.html
123,Отель «Ройал» ,триллер,0,2023 ,https://baskino.org/films/27292-otel-rojal.html
124,Дебби имеет демонов ,ужасы,0,2023 ,https://baskino.org/films/27289-debbi-imeet-demonov.html
125,Проект «Призрак» ,"ужасы, фантастика, фэнтези",0,2023 ,https://baskino.org/films/27287-proekt-prizrak.html
126,Феникс ,боевик,0,2023 ,https://baskino.org/films/27285-feniks.html
127,Вознесение ,драма,0,2023 ,https://baskino.org/films/27282-voznesenie.html
128,Нерассказанное: Трудный ребенок Джейк Пол 2023 ,"документальный, спорт",0,2023 ,https://baskino.org/films/27276-nerasskazannoe-trudnyj-rebenok-dzhejk-pol-2023.html
129,Я могу дойти до моря ,драма,0,2023 ,https://baskino.org/films/27272-ja-mogu-dojti-do-morja.html
130,Дух Байкала ,"приключения, драма",0,2023 ,https://baskino.org/films/27269-duh-bajkala.html
131, Паранормальная тюрьма ,"триллер, ужасы",0,2020 ,https://baskino.org/films/1314-paranormalnaja-tjurma.html
132,Дампир ,"ужасы, фэнтези",70,2022 ,https://baskino.org/films/26257-dampir.html
133,Чандрамукхи 2 ,"ужасы, драма, комедия",0,2023 ,https://baskino.org/films/27265-chandramukhi-2.html
134,Шопоголики ,комедия,0,2023 ,https://baskino.org/films/27263-shopogoliki.html
135,Подделка 3 ,комедия,0,2023 ,https://baskino.org/films/27260-poddelka-3.html
136,"Прости, Чарли ","ужасы, триллер",0,2023 ,https://baskino.org/films/27257-prosti-charli.html
137,Проект &quot;сверхъестественное&quot; ,ужасы,100,2023 ,https://baskino.org/films/27256-proekt-quotsverhestestvennoequot.html
138,Я девочка ,"биография, драма",0,2018 ,https://baskino.org/films/21463-ja-devochka.html
139,Наши знакомые сбиты с толку ,драма,0,2021 ,https://baskino.org/films/18542-nashi-znakomye-sbity-s-tolku.html
140,Последний мальчик на Земле ,"фантастика, приключения",0,2023 ,https://baskino.org/films/27249-poslednij-malchik-na-zemle.html
141,Банный day ,"короткометражка, драма, комедия",60,2023 ,https://baskino.org/films/27247-bannyj-day.html
142,Молчание ангелов ,"триллер, криминал",0,2023 ,https://baskino.org/films/27245-molchanie-angelov.html
143,Молчание ангелов ,"триллер, криминал",0,2023 ,https://baskino.org/films/27246-molchanie-angelov.html
144,"Нем, как могила ","драма, криминал, детектив",0,2023 ,https://baskino.org/films/27240-nem-kak-mogila.html
145,Обитель ,ужасы,0,2023 ,https://baskino.org/films/27233-obitel.html
146,Самурай ,боевик,0,2023 ,https://baskino.org/films/27230-samuraj.html
147,Лето с парнями ,комедия,0,2023 ,https://baskino.org/films/27227-leto-s-parnjami.html
148,Не сворачивай горы ,драма,0,2023 ,https://baskino.org/films/27223-ne-svorachivaj-gory.html
149,Сталкер: Часть II ,"ужасы, триллер, криминал",0,2023 ,https://baskino.org/films/27222-stalker-chast-ii.html
150,Джови и Лу ,"драма, комедия",0,2023 ,https://baskino.org/films/27220-dzhovi-i-lu.html
151,Там где вселенная ,"драма, комедия",0,2023 ,https://baskino.org/films/27217-tam-gde-vselennaja.html
152,Неоновый кактус ,криминал,0,2023 ,https://baskino.org/films/27216-neonovyj-kaktus.html
153,У моего одиночества есть крылья ,драма,0,2023 ,https://baskino.org/films/27214-u-moego-odinochestva-est-krylja.html
154,Подельницы ,"боевик, триллер, комедия, криминал",0,2023 ,https://baskino.org/films/27207-podelnicy.html
155,Восхождение пехотинца: Месть ,боевик,0,2023 ,https://baskino.org/films/27205-voshozhdenie-pehotinca-mest.html
156,Жажда крови ,"ужасы, боевик",0,2023 ,https://baskino.org/films/27204-zhazhda-krovi.html
157,Кинотеатр «Новый Олимп» ,"драма, мелодрама",0,2023 ,https://baskino.org/films/27196-kinoteatr-novyj-olimp.html
158,Оракул ,ужасы,0,2023 ,https://baskino.org/films/27192-orakul.html
159,Рассеянность ,драма,0,2023 ,https://baskino.org/films/27190-rassejannost.html
160,Теперь всё в порядке ,драма,0,2023 ,https://baskino.org/films/27182-teper-vse-v-porjadke.html
161,Детектив Чэнь ,"детектив, боевик, комедия, криминал",0,2023 ,https://baskino.org/films/27179-detektiv-chjen.html
162,Малум ,"драма, триллер, ужасы",100,2023 ,https://baskino.org/films/23035-malum.html
163,Изгои ,комедия,0,2023 ,https://baskino.org/films/27175-izgoi.html
164,Изгои ,комедия,0,2023 ,https://baskino.org/films/27176-izgoi.html
165,Солдат ,"боевик, криминал",0,2023 ,https://baskino.org/films/27174-soldat.html
166,Солдат ,"боевик, криминал",0,2023 ,https://baskino.org/films/27173-soldat.html
167,Игра на доверие ,драма,0,2023 ,https://baskino.org/films/27169-igra-na-doverie.html
168,Игра на доверие ,драма,0,2023 ,https://baskino.org/films/27170-igra-na-doverie.html
169,Детки-убийцы 2 ,"боевик, комедия",0,2023 ,https://baskino.org/films/27167-detki-ubijcy-2.html
170,Детки-убийцы 2 ,"боевик, комедия",0,2023 ,https://baskino.org/films/27168-detki-ubijcy-2.html
171,Девушка-кастет ,"боевик, криминал",0,2023 ,https://baskino.org/films/27165-devushka-kastet.html
172,Семейный обмен ,"комедия, семейный",0,2023 ,https://baskino.org/films/27163-semejnyj-obmen.html
173,Семейный обмен ,"комедия, семейный",0,2023 ,https://baskino.org/films/27164-semejnyj-obmen.html
174,Доктор Джекилл ,ужасы,0,2023 ,https://baskino.org/films/27161-doktor-dzhekill.html
175,Доктор Джекилл ,ужасы,0,2023 ,https://baskino.org/films/27162-doktor-dzhekill.html
176,Выжившая ,боевик,0,2023 ,https://baskino.org/films/27157-vyzhivshaja.html
177,Выжившая ,боевик,0,2023 ,https://baskino.org/films/27158-vyzhivshaja.html
178,До звезды ,комедия,0,2023 ,https://baskino.org/films/27154-do-zvezdy.html
179,Короли Куинстауна ,"драма, спорт",0,2023 ,https://baskino.org/films/27149-koroli-kuinstauna.html
180,Короли Куинстауна ,"драма, спорт",0,2023 ,https://baskino.org/films/27150-koroli-kuinstauna.html
181,Дух рождества ,"драма, семейный",0,2023 ,https://baskino.org/films/27147-duh-rozhdestva.html
182,Дух рождества ,"драма, семейный",0,2023 ,https://baskino.org/films/27148-duh-rozhdestva.html
183,Рождество с бывшей ,комедия,0,2023 ,https://baskino.org/films/27143-rozhdestvo-s-byvshej.html
184,Сукхи ,драма,0,2023 ,https://baskino.org/films/27139-sukhi.html
185,Слай Сталлоне ,"документальный, биография",0,2023 ,https://baskino.org/films/27136-slaj-stallone.html
186,Грязный Юг ,"боевик, триллер, драма, криминал",0,2023 ,https://baskino.org/films/27130-grjaznyj-jug.html
187,На глубине страха ,"боевик, триллер",0,2023 ,https://baskino.org/films/27129-na-glubine-straha.html
188,Под дьявольской луной ,"ужасы, комедия",0,2023 ,https://baskino.org/films/27127-pod-djavolskoj-lunoj.html
189,Заканчивается посадка на рейс в Стамбул ,"драма, мелодрама",0,2023 ,https://baskino.org/films/27124-zakanchivaetsja-posadka-na-rejs-v-stambul.html
190,Заканчивается посадка на рейс в Стамбул ,"драма, мелодрама",0,2023 ,https://baskino.org/films/27125-zakanchivaetsja-posadka-na-rejs-v-stambul.html
191,Рождественский мировой рекорд ,драма,0,2023 ,https://baskino.org/films/27123-rozhdestvenskij-mirovoj-rekord.html
192,Рождественская капсула времени ,мелодрама,0,2023 ,https://baskino.org/films/27112-rozhdestvenskaja-kapsula-vremeni.html
193,Рождественская капсула времени ,мелодрама,0,2023 ,https://baskino.org/films/27113-rozhdestvenskaja-kapsula-vremeni.html
194,Мисс Рождество в городе ,мелодрама,0,2023 ,https://baskino.org/films/27110-miss-rozhdestvo-v-gorode.html
195,Рецепт любви ,"драма, мелодрама, история",0,2023 ,https://baskino.org/films/27104-recept-ljubvi.html
196,Рецепт любви ,"драма, мелодрама, история",0,2023 ,https://baskino.org/films/27105-recept-ljubvi.html
197,Пиппа ,"боевик, драма, военный, история",0,2023 ,https://baskino.org/films/27102-pippa.html
198,Пиппа ,"боевик, драма, военный, история",0,2023 ,https://baskino.org/films/27103-pippa.html
199,С Рождеством ,мелодрама,0,2023 ,https://baskino.org/films/27100-s-rozhdestvom.html
200,С Рождеством ,мелодрама,0,2023 ,https://baskino.org/films/27101-s-rozhdestvom.html
201,Создатель ,"боевик, драма, приключения, триллер, фантастика",60,2023 ,https://baskino.org/films/26647-sozdatel.html
202,В поисках зверя ,"вестерн, драма",0,2022 ,https://baskino.org/films/25892-v-poiskah-zverja.html
203,Остаться в живых ,триллер,0,2022 ,https://baskino.org/films/27089-ostatsja-v-zhivyh.html
204,Остаться в живых ,триллер,0,2022 ,https://baskino.org/films/27090-ostatsja-v-zhivyh.html
205,Навсегда ,"драма, спорт",0,2023 ,https://baskino.org/films/27086-navsegda.html
206,8 мертвецов ,ужасы,0,2022 ,https://baskino.org/films/27082-8-mertvecov.html
207,Комната Джима ,ужасы,0,2022 ,https://baskino.org/films/27081-komnata-dzhima.html
208,Главный братан Фадиль 3 ,"боевик, комедия",0,2022 ,https://baskino.org/films/27077-glavnyj-bratan-fadil-3.html
209,Неверная память ,"триллер, драма, криминал",0,2022 ,https://baskino.org/films/27070-nevernaja-pamjat.html
210,Неверная память ,"триллер, драма, криминал",0,2022 ,https://baskino.org/films/27071-nevernaja-pamjat.html
211,Бизнес по-русски ,комедия,0,2022 ,https://baskino.org/films/27068-biznes-po-russki.html
212,Спиритическая доска ,ужасы,0,2022 ,https://baskino.org/films/27064-spiriticheskaja-doska.html
213,Пискни и я появлюсь ,ужасы,0,2022 ,https://baskino.org/films/27063-piskni-i-ja-pojavljus.html
214,Опасные джентельмены ,"комедия, криминал",0,2022 ,https://baskino.org/films/27060-opasnye-dzhentelmeny.html
215,Опасные джентельмены ,"комедия, криминал",0,2022 ,https://baskino.org/films/27061-opasnye-dzhentelmeny.html
216,Янник ,"драма, комедия",0,2023 ,https://baskino.org/films/26440-jannik.html
217,Убийцы цветочной луны ,"вестерн, драма, история, криминал",0,2023 ,https://baskino.org/films/26851-ubijcy-cvetochnoj-luny.html
218,Подводный капкан ,триллер,0,2023 ,https://baskino.org/films/26406-podvodnyj-kapkan.html
219,Секция 8 ,"боевик, триллер",100,2022 ,https://baskino.org/films/19864-sekcija-8.html
220,Возмездие учителя Потифара ,"комедия, семейный",0,2023 ,https://baskino.org/films/25734-vozmezdie-uchitelja-potifara.html
221,"Baлeнтинo, будь caм ceбe гepoeм или злoдeeм ",комедия,0,2022 ,https://baskino.org/films/27003-balentino-bud-cam-cebe-gepoem-ili-zlodeem.html
222,"Baлeнтинo, будь caм ceбe гepoeм или злoдeeм ",комедия,0,2022 ,https://baskino.org/films/27004-balentino-bud-cam-cebe-gepoem-ili-zlodeem.html
223,Проклятый дом ,триллер,0,2022 ,https://baskino.org/films/27001-prokljatyj-dom.html
224,Проклятый дом ,триллер,0,2022 ,https://baskino.org/films/27002-prokljatyj-dom.html
225,Волчонок ,ужасы,0,2022 ,https://baskino.org/films/26999-volchonok.html
226,Волчонок ,ужасы,0,2022 ,https://baskino.org/films/27000-volchonok.html
227,Не спать ,драма,0,2022 ,https://baskino.org/films/26998-ne-spat.html
228,Приложение 8 ,"ужасы, триллер",0,2022 ,https://baskino.org/films/26995-prilozhenie-8.html
229,Мистер землянин ,фантастика,0,2022 ,https://baskino.org/films/26994-mister-zemljanin.html
230,Кошмар ,ужасы,0,2022 ,https://baskino.org/films/26991-koshmar.html
231,Кошмар ,ужасы,0,2022 ,https://baskino.org/films/26992-koshmar.html
232,Вместе ,"драма, комедия",0,2022 ,https://baskino.org/films/26985-vmeste.html
233,Вместе ,"драма, комедия",0,2022 ,https://baskino.org/films/26986-vmeste.html
234,Больница ,драма,0,2022 ,https://baskino.org/films/26983-bolnica.html
235,Странный ,"ужасы, триллер, драма",0,2022 ,https://baskino.org/films/26981-strannyj.html
236,Павильон ,драма,0,2022 ,https://baskino.org/films/26976-pavilon.html
237,Принцесса ,драма,0,2022 ,https://baskino.org/films/26973-princessa.html
238,Моя пустота и я ,"драма, комедия",0,2022 ,https://baskino.org/films/26971-moja-pustota-i-ja.html
239,Свирепый призрак ,"комедия, ужасы",0,2022 ,https://baskino.org/films/26961-svirepyj-prizrak.html
240,Элп: тварь из легенды ,"детектив, комедия, фантастика",0,2022 ,https://baskino.org/films/26960-jelp-tvar-iz-legendy.html
241,Охота за отравой: Удар молнии ,боевик,0,2022 ,https://baskino.org/films/26956-ohota-za-otravoj-udar-molnii.html
242,День Фрэндарения ,комедия,0,2022 ,https://baskino.org/films/26952-den-frjendarenija.html
243,В горах ,драма,0,2022 ,https://baskino.org/films/26948-v-gorah.html
244,Трон ,криминал,0,2022 ,https://baskino.org/films/26946-tron.html
245,Резня на вечеринке черлидерш ,ужасы,0,2022 ,https://baskino.org/films/26943-reznja-na-vecherinke-cherlidersh.html
246,Баночка ,"драма, комедия",0,2022 ,https://baskino.org/films/26940-banochka.html
247,Корм ,ужасы,0,2022 ,https://baskino.org/films/26937-korm.html
248,Корм ,ужасы,0,2022 ,https://baskino.org/films/26938-korm.html
249,Мозг ,ужасы,0,2022 ,https://baskino.org/films/26935-mozg.html
250,Мозг ,ужасы,0,2022 ,https://baskino.org/films/26936-mozg.html
251,Меня зовут Альфред Хичкок ,документальный,0,2022 ,https://baskino.org/films/26934-menja-zovut-alfred-hichkok.html
252,С Богами: Последние 49 дней ,"детектив, драма, приключения, фэнтези",0,2018 ,https://baskino.org/films/15577-s-bogami-poslednie-49-dnej.html
253,Личная охрана ,"боевик, драма, криминал, триллер",0,2022 ,https://baskino.org/films/26930-lichnaja-ohrana.html
254,Личная охрана ,"боевик, драма, криминал, триллер",0,2022 ,https://baskino.org/films/26931-lichnaja-ohrana.html
255,Темный актив ,"боевик, триллер",0,2022 ,https://baskino.org/films/26928-temnyj-aktiv.html
256,Темный актив ,"боевик, триллер",0,2022 ,https://baskino.org/films/26929-temnyj-aktiv.html
257,Я богиня ,комедия,0,2022 ,https://baskino.org/films/26925-ja-boginja.html
258,Цветок света ,"семейный, фэнтези",0,2022 ,https://baskino.org/films/26921-cvetok-sveta.html
259,Ржавый клинок ,"боевик, драма, криминал",0,2022 ,https://baskino.org/films/26918-rzhavyj-klinok.html
260,Лиса ,"военный, драма, история",0,2022 ,https://baskino.org/films/26916-lisa.html
261,Лиса ,"военный, драма, история",0,2022 ,https://baskino.org/films/26917-lisa.html
262,Тайны безупречной чистоты: Опасное задание ,"детектив, драма, триллер",0,2022 ,https://baskino.org/films/26914-tajny-bezuprechnoj-chistoty-opasnoe-zadanie.html
263,Тайны безупречной чистоты: Опасное задание ,"детектив, драма, триллер",0,2022 ,https://baskino.org/films/26915-tajny-bezuprechnoj-chistoty-opasnoe-zadanie.html
