id_meals,meals_names,calories,proteins,fats,carbohydrates
4963,"Легкое баранье, тушеное",113.0,19.88,3.1,0.0
4964,Лось,111.0,22.95,1.45,0.0
4965,"Лось, вырезка, только мясо, жаренный на открытом огне",162.0,30.76,3.41,0.0
4966,"Лось, запеченный",146.0,30.19,1.9,0.0
4967,"Лось, корейка, только мясо, жаренный на открытом огне",167.0,31.0,3.84,0.0
4968,"Лось, тазобедренный отруб, только мясо, жаренный на открытом огне",156.0,30.94,2.64,0.0
4969,Медведь,161.0,20.1,8.3,0.0
4970,Медведь полярный (белый) (Аляска),130.0,25.6,3.1,0.0
4971,"Медведь, приготовленный на медленном огне",259.0,32.42,13.39,0.0
4972,"Медведь, черный (Аляска)",155.0,20.1,8.3,0.0
4973,Мозги бараньи,123.0,9.7,9.4,0.0
4974,"Мозги бараньи, жаренные на сковороде",273.0,16.97,22.19,0.0
4975,"Мозги бараньи, тушеные",145.0,12.55,10.17,0.0
4976,"Мозги, бараньи",122.0,10.4,8.58,0.0
4977,"Мясной набор, баранина, мясо и жир, обрезь до 1/4'' жира, отборная, вареная",294.0,24.52,20.94,0.0
4978,"Мясной набор, баранина, мясо и жир, обрезь до 1/4'' жира, отборная, сырая",267.0,16.88,21.59,0.0
4979,"Мясной набор, баранина, мясо и жир, обрезь до 1/8'' жира, отборная, вареная",271.0,25.51,18.01,0.0
4980,"Мясной набор, баранина, мясо и жир, обрезь до 1/8'' жира, отборная, сырая",243.0,17.54,18.66,0.0
4981,"Мясной набор, баранина, Новая Зеландия, замороженная, мясо и жир, вареная",305.0,24.42,22.26,0.0
4982,"Мясной набор, баранина, Новая Зеландия, замороженная, мясо и жир, обрезь до 1/8'' жира, отборная, вареная",270.0,25.26,17.98,0.0
4983,"Мясной набор, баранина, Новая Зеландия, замороженная, мясо и жир, обрезь до 1/8'' жира, отборная, сырая",232.0,17.95,17.2,0.0
4984,"Мясной набор, баранина, Новая Зеландия, замороженная, мясо и жир, сырая",277.0,16.74,22.74,0.0
4985,"Мясной набор, баранина, Новая Зеландия, замороженная, только жир, вареная",586.0,9.72,60.39,0.0
4986,"Мясной набор, баранина, Новая Зеландия, замороженная, только жир, сырая",640.0,6.92,67.63,0.0
4987,"Мясной набор, баранина, Новая Зеландия, замороженная, только мясо, вареная",206.0,29.59,8.86,0.0
4988,"Мясной набор, баранина, Новая Зеландия, замороженная, только мясо, сырая",128.0,20.75,4.41,0.0
4989,"Мясной набор, баранина, только жир, обрезь до 1/4'' жира, отборная, вареная",586.0,12.16,59.18,0.0
4990,"Мясной набор, баранина, только жир, обрезь до 1/4'' жира, отборная, сырая",665.0,6.65,70.61,0.0
4991,"Мясной набор, баранина, только мясо, обрезь до 1/4'' жира, отборная, вареная",206.0,28.22,9.52,0.0
4992,"Мясной набор, баранина, только мясо, обрезь до 1/4'' жира, отборная, сырая",134.0,20.29,5.25,0.0
4993,Мясо косули,138.0,21.1,6.0,0.0
4994,Мясо кролика,183.0,21.2,11.0,0.0
4995,Мясо лося,101.0,21.4,1.7,0.0
4996,Мясо сайгака,208.0,21.2,13.7,0.0
4997,Мясо яка,112.0,20.0,3.5,0.0
4998,"Нога передняя, с лопаткой, баранина, мясо и жир, обрезь до 1/8'' жира, жаренная",269.0,22.7,19.08,0.0
4999,"Нога передняя, с лопаткой, баранина, мясо и жир, обрезь до 1/8'' жира, жаренная на открытом огне",268.0,23.84,18.39,0.0
5000,"Нога передняя, с лопаткой, баранина, мясо и жир, обрезь до 1/8'' жира, сырая",244.0,17.07,18.96,0.0
5001,"Нога передняя, с лопаткой, баранина, мясо и жир, обрезь до 1/8'' жира, тушеная",338.0,29.46,23.57,0.0
5002,"Нога, передняя, с лопаткой, баранина, Новая Зеландия, замороженная, мясо и жир, обрезь до 1/8'' жира, сырая",251.0,17.19,19.74,0.0
5003,"Нога, передняя, с лопаткой, баранина, Новая Зеландия, замороженная, мясо и жир, обрезь до 1/8'' жира, тушеная",342.0,29.43,24.03,0.0
5004,"Нога, передняя, с лопаткой, баранина, Новая Зеландия, замороженная, мясо и жир, сырая",272.0,16.16,22.89,0.24
5005,"Нога, передняя, с лопаткой, баранина, Новая Зеландия, замороженная, мясо и жир, тушеная",357.0,28.21,26.27,0.0
5006,"Нога, передняя, с лопаткой, баранина, Новая Зеландия, замороженная, только мясо, сырая",154.0,19.72,8.3,0.0
5007,"Нога, передняя, с лопаткой, баранина, Новая Зеландия, замороженная, только мясо, тушеная",285.0,34.06,15.5,0.0
5008,"Нога, целая, баранина, мясо и жир, обрезь до 1/8'' жира, отборная, жаренная",242.0,26.2,14.42,0.0
5009,"Нога, целая, баранина, мясо и жир, обрезь до 1/8'' жира, отборная, сырая",209.0,18.47,14.42,0.0
5010,"Нога, целая, баранина, Новая Зеландия, замороженная, мясо и жир, жаренная",246.0,24.81,15.56,0.0
5011,"Нога, целая, баранина, Новая Зеландия, замороженная, мясо и жир, обрезь до 1/8"" жира, жаренная",234.0,25.34,13.95,0.0
5012,"Нога, целая, баранина, Новая Зеландия, замороженная, мясо и жир, обрезь до 1/8"" жира, сырая",201.0,18.76,13.37,0.0
5013,"Нога, целая, баранина, Новая Зеландия, замороженная, мясо и жир, сырая",206.0,18.64,14.52,0.13
5014,"Нога, целая, баранина, Новая Зеландия, замороженная, только мясо, жаренная",181.0,27.68,7.01,0.0
5015,"Нога, целая, баранина, Новая Зеландия, замороженная, только мясо, сырая",126.0,21.1,4.64,0.0
5016,Оленина 1 кат.,155.0,19.5,8.5,0.0
5017,"Оленина тушеная, консервы",171.0,19.3,10.4,0.0
5018,"Оленина, 2 категории",125.0,21.0,4.5,0.0
5019,"Олень, (лань)",120.0,22.96,2.42,0.0
5020,"Олень, (лань), запеченный",158.0,30.21,3.19,0.0
5021,"Олень, (лань), мякоть плечевой части, только мясо, тушеный",191.0,36.28,3.95,0.0
5022,"Олень, (лань), стейк из верхней части бедра, только мясо, жареный на открытом огне",152.0,31.47,1.92,0.0
5023,"Олень, (лань), стейк из филея, только мясо, жаренный на открытом огне",150.0,30.2,2.38,0.0
5024,"Олень, сырой, (Аляска, Ситка)",116.0,21.5,2.66,0.0
5025,Ондатра (выхухоль),162.0,20.76,8.1,0.0
5026,"Ондатра (выхухоль), запеченная",234.0,30.09,11.74,0.0
5027,"Опоссум, запеченный",221.0,30.2,10.2,0.0
5028,Печень баранья,101.0,18.7,2.9,0.0
5029,Печень баранья,139.0,20.38,5.02,1.78
5030,"Печень баранья, жаренная  на сковороде",238.0,25.53,12.65,3.78
5031,"Печень баранья, тушеная",220.0,30.57,8.81,2.53
5032,"Печень северного оленя карибу, (Аляска)",122.0,15.0,3.9,6.8
5033,"Поджарка из баранины, по 1-408",409.0,19.5,35.1,3.9
5034,Поджелудочная железа баранья,152.0,14.84,9.82,0.0
5035,Поджелудочная железа баранья тушеная,234.0,22.83,15.12,0.0
5036,Почки бараньи,77.0,13.6,2.5,0.0
5037,Почки бараньи,97.0,15.74,2.95,0.82
5038,"Почки бараньи, тушеные",137.0,23.65,3.62,0.99
5039,"Рагу из баранины, по 1-430",152.0,5.1,10.1,10.1
5040,"Рагу из кролика, по 2-10",123.0,6.4,6.1,10.4
5041,"Ребра, баранина, мясо и жир, обрезь до 1/8'' жира, отборная, жаренная",341.0,21.82,27.53,0.0
5042,"Ребра, баранина, мясо и жир, обрезь до 1/8'' жира, отборная, жаренная на открытом огне",340.0,23.06,26.82,0.0
5043,"Ребра, баранина, мясо и жир, обрезь до 1/8'' жира, отборная, сырая",342.0,15.32,30.71,0.0
5044,"Ребра, баранина, Новая Зеландия, замороженная, мясо и жир, жаренная",253.0,22.06,18.29,0.04
5045,"Ребра, баранина, Новая Зеландия, замороженная, мясо и жир, обрезь дл 1/8'' жира, жаренная",317.0,19.86,25.74,0.0
5046,"Ребра, баранина, Новая Зеландия, замороженная, мясо и жир, обрезь дл 1/8'' жира, сырая",311.0,15.87,27.0,0.0
5047,"Ребра, баранина, Новая Зеландия, замороженная, мясо и жир, сырая",240.0,18.12,18.52,0.13
5048,"Ребра, баранина, Новая Зеландия, замороженная, только мясо, жаренная",196.0,24.42,10.16,0.0
5049,"Ребра, баранина, Новая Зеландия, замороженная, только мясо, сырая",160.0,20.65,8.61,0.0
5050,Рубец бараний,82.0,11.5,4.0,0.0
5051,"Рулька, баранина, мясо и жир, обрезь до 1/4"" жира, отборная, сырая",201.0,18.91,13.38,0.0
5052,"Рулька, баранина, мясо и жир, обрезь до 1/4"" жира, отборная, тушеная",243.0,28.37,13.46,0.0
5053,"Рулька, баранина, Новая Зеландия, замороженная, мясо и жир, обрезь до 1/8"" жира, сырая",223.0,18.04,16.15,0.0
5054,"Рулька, баранина, Новая Зеландия, замороженная, мясо и жир, обрезь до 1/8"" жира, тушеная",258.0,26.97,15.83,0.0
5055,"Рулька, баранина, Новая Зеландия, замороженная, мясо и жир, сырая",183.0,20.09,11.38,0.09
5056,"Рулька, баранина, Новая Зеландия, замороженная, мясо и жир, тушеная",258.0,26.97,15.83,0.0
5057,"Рулька, баранина, Новая Зеландия, замороженная, только мясо, сырая",122.0,22.05,3.77,0.0
5058,"Рулька, баранина, Новая Зеландия, замороженная, только мясо, тушеная",209.0,33.31,8.4,0.0
5059,Селезенка баранья,101.0,17.2,3.1,0.0
5060,"Селезенка баранья, тушеная",156.0,26.46,4.77,0.0
5061,Сердце баранье,86.0,13.5,3.5,0.0
5062,Сердце баранье,122.0,16.47,5.68,0.21
5063,"Сердце баранье, тушеное",185.0,24.97,7.91,1.93
5064,Фарш из баранины,282.0,16.56,23.41,0.0
5065,"Фарш из баранины, жаренный на открытом огне",283.0,24.75,19.65,0.0
5066,Фарш из мяса белки (Аляска),111.0,19.3,3.8,0.0
5067,Фарш из мяса бизона,223.0,18.67,15.93,0.0
5068,"Фарш из мяса бизона, жаренный на сковороде",238.0,23.77,15.13,0.0
5069,Фарш из мяса зубра пастбищного,146.0,20.23,7.21,0.05
5070,"Фарш из мяса зубра пастбищного, приготовленный",179.0,25.45,8.62,0.0
5071,Фарш из мяса лося,172.0,21.76,8.82,0.0
5072,"Фарш из мяса лося, жаренный на сковороде",193.0,26.64,8.74,0.0
5073,Фарш из мяса оленя (лани),157.0,21.78,7.13,0.0
5074,"Фарш из мяса оленя (лани), жаренный на сковороде",187.0,26.45,8.22,0.0
5075,"Шницель отбивной из баранины, по 1-416",333.0,21.8,23.2,9.1
5076,Ягнятина,196.0,17.2,14.1,0.0
5077,"Ягнятина, лопаточная часть",259.0,16.63,20.86,0.0
5078,"Ягнятина, лопаточная часть жаренная на открытом огне",278.0,23.08,19.94,0.0
5079,"Ягнятина, лопаточная часть только мясо",151.0,19.29,7.63,0.0
5080,"Ягнятина, лопаточная часть только мясо, жаренная на открытом огне",211.0,25.48,11.32,0.0
5081,"Ягнятина, лопаточная часть только мясо, запеченная",209.0,24.61,11.57,0.0
5082,"Ягнятина, лопаточная часть, запеченная",281.0,22.25,20.61,0.0
5083,"Ягнятина, лопаточная часть, только мясо, тушеная",288.0,32.35,16.64,0.0
5084,"Ягнятина, лопаточная часть, тушеная",345.0,28.51,24.73,0.0
5085,"Ягнятина, окорок",272.0,16.94,22.11,0.0
5086,"Ягнятина, окорок, запеченный",292.0,24.63,20.67,0.0
5087,"Ягнятина, окорок, только мясо, запеченный",204.0,28.35,9.17,0.0
5088,"Ягнятина, плечевая часть",260.0,16.79,20.9,0.0
5089,"Ягнятина, плечевая часть, жаренная на открытом огне",281.0,24.44,19.55,0.0
5090,"Ягнятина, плечевая часть, запеченная",279.0,22.53,20.24,0.0
5091,"Ягнятина, плечевая часть, только мясо",132.0,19.99,5.2,0.0
5092,"Ягнятина, плечевая часть, только мясо, жаренная на открытом огне",200.0,27.71,9.02,0.0
5093,"Ягнятина, плечевая часть, только мясо, запеченная",192.0,25.46,9.26,0.0
5094,"Ягнятина, плечевая часть, только мясо, тушеная",279.0,35.54,14.08,0.0
5095,"Ягнятина, плечевая часть, тушеная",346.0,30.39,24.0,0.0
5096,Язык бараний,195.0,12.6,16.1,0.0
5097,Язык бараний,222.0,15.7,17.17,0.0
5098,Язык бараний тушеный,275.0,21.57,20.28,0.0
5099,Язык оленя карибу (Аляска),260.0,13.7,22.8,0.0
5100,"Абрикос, семя костянки",520.0,25.0,45.4,2.8
5101,"Арбуз, ядра семян, сушеные",557.0,28.33,47.37,15.31
5102,Бразильский орех,659.0,14.32,67.1,4.24
5103,"Буковый орешек, сушеный",576.0,6.2,50.0,33.5
5104,"Вишня, семя костянки",362.0,21.9,30.5,0.0
5105,"Горчица, семя",474.0,25.8,30.8,23.4
5106,Горчичный порошок,378.0,37.1,11.1,32.6
5107,Грецкий орех,654.0,15.23,65.21,7.01
5108,Грецкий орех,656.0,16.2,60.8,11.1
5109,"Грецкий орех черный, сушеный",619.0,24.06,59.33,2.78
5110,"Грецкий орех, глазированный",500.0,8.28,35.71,43.99
5111,"Грецкий орех, сухая обжарка, с солью",643.0,14.29,60.71,10.76
5112,Желудевая мука,501.0,7.49,30.17,54.65
5113,Желуди сушеные,509.0,8.1,31.41,53.66
5114,Желуди сырые,387.0,6.15,23.86,40.75
5115,Какао тертое,559.0,13.5,49.4,13.6
5116,Какао-бобы,530.0,12.8,53.2,9.4
5117,Каштан европейский вареный и тушеный,131.0,2.0,1.38,27.76
5118,"Каштан европейский не чищеный, сушеный",374.0,6.39,4.45,65.61
5119,"Каштан европейский не чищеный, сырой",213.0,2.42,2.26,37.44
5120,"Каштан европейский чищеный, сушеный",369.0,5.01,3.91,78.43
5121,"Каштан европейский чищеный, сырой",196.0,1.63,1.25,44.17
5122,"Каштан европейский, запечённый",245.0,3.17,2.2,47.86
5123,"Каштан китайский, вареный и тушеный",153.0,2.88,0.76,33.64
5124,"Каштан китайский, запечённый",239.0,4.48,1.19,52.36
5125,"Каштан китайский, сушеный",363.0,6.82,1.81,79.76
5126,"Каштан китайский, сырой",224.0,4.2,1.11,49.07
5127,Каштан японский,154.0,2.25,0.53,34.91
5128,"Каштан японский, запечённый",201.0,2.97,0.8,45.13
5129,"Каштан японский, приготовленный на пару",56.0,0.82,0.19,12.64
5130,"Каштан японский, сушеный",360.0,5.25,1.24,81.43
5131,"Кедровый орех пиния, сушеный",629.0,11.57,60.98,8.6
5132,"Кедровый орех, поджаренный, (Навахо)",541.0,7.41,34.08,7.66
5133,"Кедровый орех, сушеный",673.0,13.69,68.37,9.38
5134,Кешью,600.0,18.5,48.5,22.5
5135,"Кешью, жареный в масле без соли",580.0,16.84,47.77,26.57
5136,"Кешью, жареный в масле, с солью",581.0,16.84,47.77,26.86
5137,"Кешью, сухая обжарка без соли",574.0,15.31,46.35,29.69
5138,"Кешью, сухая обжарка, с солью",574.0,15.31,46.35,29.69
5139,"Кешью, сырой",553.0,18.22,43.85,26.89
5140,"Кокос, мякоть сушеная, дробленая, подслащенная",501.0,2.88,35.49,43.17
5141,"Кокос, мякоть сушеная, не подслащенная",660.0,6.88,64.53,7.35
5142,"Кокос, мякоть сушеная, поджаренная",592.0,5.3,47.0,44.4
5143,"Кокос, мякоть, сырая",354.0,3.33,33.49,6.23
5144,Кокосовая вода,19.0,0.72,0.2,2.61
5145,"Кокосовая паста из свежей мякоти, подслащенная, консервированная",357.0,1.17,16.31,53.01
5146,"Кокосовая паста из свежей мякоти, сырая",330.0,3.63,34.68,4.45
5147,Кокосовая паста-спред из высушенной мякоти,684.0,5.3,69.08,21.52
5148,"Кокосовая стружка, подслащенная",456.0,3.13,27.99,41.95
5149,"Кокосовая стружка, подслащенная, консервированная",443.0,3.35,31.69,36.41
5150,"Кокосовое молоко (отжатое из мякоти), консервированное",197.0,2.02,21.33,2.81
5151,"Кокосовое молоко (отжатое из мякоти), сырое",230.0,2.29,23.84,3.34
5152,"Кокосовое молоко (полученное из отжатых мякоти и млечного сока), замороженное",202.0,1.61,20.8,5.58
5153,"Конопля, семя",373.0,20.1,32.5,0.0
5154,"Конопля, семя сушеное лущёное",553.0,31.56,48.75,4.67
5155,Кунжут,565.0,19.4,48.7,12.2
5156,"Кунжут, поджаренный без соли",567.0,16.96,48.0,9.14
5157,"Кунжут, поджаренный, с солью",567.0,16.96,48.0,9.14
5158,"Кунжут, семена нешелушеные, обжареные",565.0,16.96,48.0,11.74
5159,"Кунжут, семена нешелушеные, сушеные",573.0,17.73,49.67,11.65
5160,"Кунжут, сушеный",631.0,20.45,61.21,0.13
5161,"Кунжут, Тахинная паста из необжаренных зерен кунжута (без химического разрушения оболочки семян)",607.0,17.95,56.44,8.59
5162,"Кунжут, Тахинная паста из обжаренных и подсушеных зерен",595.0,17.0,53.76,11.89
5163,"Кунжут, Тахинная паста из сырых и перемеленых зерен кунжута",570.0,17.81,48.0,16.89
5164,"Кунжут, Тахинная паста, тип зерен не определен",592.0,17.4,53.01,16.8
5165,Кунжутная крупка,567.0,16.96,48.0,26.04
5166,"Кунжутная мука, необезжиренная",526.0,30.78,37.1,26.62
5167,"Кунжутная мука, обезжиренная",333.0,50.14,1.75,35.51
5168,"Кунжутная мука, полуобезжиренная",382.0,40.32,11.89,35.14
5169,"Кунжутная паста (тахинная паста, тхина)",586.0,18.08,50.87,18.55
5170,Лещина (лесной орех),653.0,13.0,62.6,9.3
5171,"Мак, семена",525.0,17.99,41.56,8.63
5172,"Мак, семя",556.0,17.5,47.5,14.5
5173,"Макадамия, орех",718.0,7.91,75.77,5.22
5174,"Макадамия, орех жареный",718.0,7.79,76.08,5.38
5175,"Макадамия, орех жареный, с солью",716.0,7.79,76.08,4.83
5176,Миндаль,579.0,21.15,49.93,9.05
5177,Миндаль,609.0,18.6,53.7,13.0
5178,Миндаль бланшированный,590.0,21.4,52.52,8.77
5179,Миндаль жареный,642.0,22.4,55.9,12.3
5180,"Миндаль, жареный в масле без соли",607.0,21.23,55.17,7.18
5181,"Миндаль, жареный в масле с солью",607.0,21.23,55.17,7.18
5182,"Миндаль, жареный в масле с солью, с копчёным ароматом",607.0,21.43,55.89,7.16
5183,"Миндаль, жареный в масле слабосолёный",607.0,21.23,55.17,7.18
5184,"Миндаль, обжареный в меде, небланшированный",594.0,18.17,49.9,14.2
5185,"Миндаль, сухая обжарка, без соли",598.0,20.96,52.54,10.11
5186,"Миндаль, сухая обжарка, с солью",598.0,20.96,52.54,10.11
5187,Миндальная паста,458.0,9.0,27.74,43.01
5188,"Миндальный спред, без соли",614.0,20.96,55.5,8.52
5189,"Миндальный спред, с добавлением соли",614.0,20.96,55.5,8.52
5190,"Мука подсолнечная, обезжиренная",326.0,48.06,1.61,30.63
5191,"Орех гикори (кария пекан), сушеный",657.0,12.72,64.37,11.85
5192,"Орех гинкго, консервированный",111.0,2.29,1.62,12.8
5193,"Орех гинкго, сушеный",348.0,10.35,2.0,72.45
5194,"Орех гинкго, сырой",182.0,4.32,1.68,37.6
5195,"Орех калифорнийский, сушеный",612.0,24.9,56.98,7.35
5196,"Орехи, смесь без арахиса, жареные в масле без соли",615.0,15.52,56.17,16.77
5197,"Орехи, смесь без арахиса, жареные в масле, с солью",615.0,15.52,56.17,16.77
5198,"Орехи, смесь без арахиса, жареные в масле, слабосолёные",607.0,17.86,50.0,17.9
5199,"Орехи, смесь с арахисом, жареные в масле без соли",607.0,20.04,53.95,14.05
5200,"Орехи, смесь с арахисом, жареные в масле с солью",607.0,20.04,53.95,14.05
5201,"Орехи, смесь с арахисом, сухая обжарка, без соли",607.0,19.5,53.5,16.02
5202,"Орехи, смесь с арахисом, сухая обжарка, с солью",594.0,17.3,51.45,16.35
5203,Пальмовое ядро,0.0,8.4,49.6,0.0
5204,"Паста из кешью, без соли",587.0,17.56,49.41,25.57
5205,"Паста из кешью, с солью",609.0,12.12,53.03,27.3
5206,Паста из семян подсолнечника,617.0,17.28,55.2,17.62
5207,"Паста из семян подсолнечника, с солью",617.0,17.28,55.2,17.62
5208,"Пекан, орех",691.0,9.17,71.97,4.26
5209,"Пекан, орех жареный без масла, без соли",710.0,9.5,74.27,4.15
5210,"Пекан, орех жареный без масла, с солью",710.0,9.5,74.27,4.15
5211,"Пекан, орех жареный в масле, без соли",715.0,9.2,75.23,3.51
5212,"Пекан, орех жареный в масле, с солью",715.0,9.2,75.23,3.51
5213,Персик (семя костянки),0.0,0.0,43.0,0.0
5214,"Пили, орех сушеный",719.0,10.8,79.55,3.98
5215,"Подсолнечник, семечки",601.0,20.7,52.9,10.5
5216,"Подсолнечник, семечки, жареные в масле без добавления соли",592.0,20.06,51.3,12.29
5217,"Подсолнечник, семечки, жареные в масле, с добавлением соли",592.0,20.06,51.3,12.29
5218,"Подсолнечник, семечки, поджареные, без соли",619.0,17.21,56.8,9.09
5219,"Подсолнечник, семечки, сухая обжарка, без соли",582.0,19.33,49.8,12.97
5220,"Подсолнечник, семечки, сухая обжарка, с солью",582.0,19.33,49.8,15.07
5221,"Подсолнечник, семечки, сушеные",584.0,20.78,51.46,11.4
5222,"Подсолнечник, семечки, сушеные, солёные",619.0,17.21,56.8,9.09
5223,"Рапс, семя",544.0,30.8,37.6,7.2
5224,"Сафлоровая крупка, частично обезжиренная",342.0,35.62,2.39,48.73
5225,"Сафлоровое семя, сушеное",517.0,16.18,38.45,34.29
5226,"Семена бросимума напиткового, сушеные",367.0,8.62,1.68,64.49
5227,"Семена бросимума напиткового, сырые",217.0,5.97,0.99,46.28
5228,"Семена гулявника прямого целиком, сушеные",318.0,12.14,4.6,58.26
5229,"Семена лотоса, сушеные",332.0,15.41,1.97,64.47
5230,"Семена лотоса, сырые",89.0,4.13,0.53,17.28
5231,Семена льна,534.0,18.29,42.16,1.58
5232,"Семена хлебного дерева, вареные",168.0,5.3,2.3,27.2
5233,"Семена хлебного дерева, жареные",207.0,6.2,2.7,34.1
5234,"Семена хлебного дерева, сырые",191.0,7.4,5.59,24.04
5235,"Семена чиа, сушеные",486.0,16.54,30.74,7.72
5236,"Слива, семя костянки",394.3,28.5,40.2,0.0
5237,"Тыквенные семечки, жареные без соли",574.0,29.84,49.05,8.21
5238,"Тыквенные семечки, жареные с солью",574.0,29.84,49.05,8.21
5239,"Тыквенные семечки, неочищенные, обжаренные без соли",446.0,18.55,19.4,35.35
5240,"Тыквенные семечки, неочищенные, обжаренные с солью",446.0,18.55,19.4,35.35
5241,"Тыквенные семечки, сушеные",559.0,30.23,49.05,4.71
5242,"Фисташки несолёные, сухая обжарка",572.0,21.05,45.82,17.98
5243,"Фисташки солёные, сухая обжарка",569.0,21.05,45.82,17.25
5244,"Фисташки, сырые",560.0,20.16,45.32,16.57
5245,Фундук,628.0,14.95,60.75,7.0
5246,Фундук,651.0,15.0,61.5,9.4
5247,Фундук жареный,703.0,17.8,66.1,9.4
5248,"Фундук, бланшированный",629.0,13.7,61.15,6.0
5249,"Фундук, сухая обжарка, без соли",646.0,15.03,62.4,8.2
5250,"Хлопчатник, крупка, частично обезжиренная (без госсипола)",367.0,49.1,4.77,38.43
5251,"Хлопчатник, мука, обезжиренная (без госсипола)",332.0,49.83,1.41,36.1
5252,"Хлопчатник, мука, частично обезжиренная (без госсипола)",359.0,40.96,6.2,37.54
5253,"Хлопчатник, семена, жареные (без госсипола)",506.0,32.59,36.29,16.4
5254,"Хлопчатник, семя",499.0,34.5,36.5,8.1
5255,Азу,177.62,9.3114,12.2569,7.2551
5256,Антрекот,317.2565,21.536,25.0652,1.3686
5257,Анчоусы и кильки с картофелем,156.5,12.3,7.9,9.7
5258,Баклажаны панированные,236.0,2.9,23.1,4.4
5259,Баклажаны по-украински,154.1,1.7,13.6,6.8
5260,Баклажаны под майонезом,114.2,1.4,10.4,4.1
5261,Баклажаны тушеные с помидорами,189.3,2.1,17.7,5.7
5262,"Баранина рубленая, запеченная в омлете (чувашское национальное блюдо)",246.3,14.0,20.1,2.5
5263,Баранина с рисом и изюмом (еврейское национальное блюдо),265.4,12.4,18.0,14.4
5264,Беляш,139.3,8.8,6.2,12.8
5265,Беляши (казахское национальное блюдо),260.6,14.6,14.7,18.7
5266,Береки (мучное изделие с мясом - калмыцкое национальное блюдо),289.0,15.4,18.9,15.3
5267,Бефстроганов,355.4,21.9,27.4,5.7
5268,"Биточки или котлеты манные, рисовые",162.4,4.0,7.8,20.4
5269,"Биточки или котлеты пшенные, пшеничный, перловые, ячневые",151.9,3.9,7.4,18.6
5270,Биточки паровые,281.4,20.0,19.5,7.0
5271,Биточки по-селянски (украинское национальное блюдо),208.6,9.8,13.8,12.0
5272,"Биточки рубленые из птицы, дичи или кролика паровые под белым соусом с рисом",307.1,11.2,13.2,38.3
5273,"Биточки рыбные, жаренные ""фри""",232.1,12.3,15.0,12.7
5274,"Биточки, котлеты из кальмаров и рыбы",363.0,14.4,12.5,51.4
5275,Бифштекс,384.3,27.8,29.6,1.7
5276,Бифштекс рубленый,497.3,27.1,43.2,0.0
5277,Бифштекс с луком,337.7,25.0,25.0,3.4
5278,Бифштекс с яйцом,326.4,26.1,24.0,1.6
5279,Бифштексы рубленые,166.0,11.1,12.9,1.4
5280,Бобовые с копченой грудинкой или корейкой,381.4,23.0,14.9,41.4
5281,Бозбаш,87.9,4.6,3.7,9.6
5282,Брюква запеченная,51.1,2.1,1.6,7.5
5283,Брюква тушеная,113.5,1.2,8.5,8.6
5284,Вареники ленивые (полуфабрикат),248.2,13.7,14.9,15.9
5285,Вареники ленивые отварные,355.4,17.2,23.5,20.0
5286,Вареники с брусникой и яблоками по-уральски,106.1,3.5,2.1,19.6
5287,Вареники с капустой,79.1,4.2,2.9,9.7
5288,"Вареники с творожным, фруктовым или овощным фаршем",281.3,10.4,10.5,38.8
5289,Волованы,435.0,7.9,29.9,35.9
5290,Волованы с икрой,293.2,11.2,20.2,17.8
5291,Волованы с курицей,410.8,14.1,30.8,20.7
5292,Волованы с окороком,480.1,9.5,41.3,18.8
5293,Волованы с салатом,326.6,8.3,24.0,20.5
5294,Волованы с семгой или икрой,333.6,12.1,24.3,17.9
5295,Вымя отварное в соусе,70.7,5.7,5.2,0.3
5296,Галантин из рыбы,145.1,15.6,7.4,4.3
5297,Говядина в кисло-сладком соусе,354.9,26.1,22.0,13.9
5298,Говядина в луковом соусе запеченная,178.5,12.2,11.4,7.3
5299,"Говядина, запеченная с макаронами",359.4,18.4,22.2,22.9
5300,"Говядина, тушенная с луком, орехами и чесноком (адыгейское национальное блюдо)",530.2,29.9,24.2,51.4
5301,"Говядина, фаршированная грибами",326.5,21.1,25.5,3.4
5302,Голубцы овощные,190.9,3.4,16.7,7.3
5303,Горбуша в сливках,129.5,8.8,9.5,2.4
5304,Горячий паштет из печени,119.4,10.2,5.6,7.5
5305,Грибная запеканка,145.2,4.7,10.1,9.5
5306,Грибная икра,88.4,2.2,6.1,6.5
5307,Грибные пельмени,185.8,5.5,13.3,11.8
5308,Грибные ушки,341.7,17.2,20.4,23.8
5309,"Грибочки калевальские (рыба, фаршированная яйцом, - карельское национальное блюдо)",185.7,11.8,9.2,14.8
5310,Грибы в сметанном соусе,204.2,5.0,18.9,3.8
5311,Грибы в сметанном соусе,230.5,4.8,21.8,3.9
5312,Грибы жареные,162.1,4.6,11.5,10.7
5313,Грибы по-деревенски,51.1,1.2,3.7,3.5
5314,Грибы по-селянски,180.0,1.6,18.4,2.1
5315,Грибы с квашеной капустой,138.9,2.8,10.9,8.0
5316,Грибы с квашеной капустой,58.7,1.8,4.6,2.6
5317,"Грудинка, фаршированная кашей",283.8,16.4,18.5,13.7
5318,Гуляш,326.0,24.9,22.0,7.7
5319,Гуляш с капустой,81.3,5.9,5.4,2.5
5320,"Гусь, утка фаршированные",437.2,14.5,38.1,9.6
5321,Драники,69.3,3.0,0.9,13.0
5322,Драчена,196.7,11.4,14.5,5.5
5323,Дрочена,253.0,7.7,22.3,5.8
5324,"Еда ""Быстрая""",241.7,10.7,6.7,36.9
