id_meals,meals_names,calories,proteins,fats,carbohydrates
1951,"Лазанья с мясом и соусом, низкожирная, замороженная",101.0,6.81,2.23,12.2
1952,"Лазанья, овощная, замороженная, запеченная",139.0,6.87,6.04,12.28
1953,"Лазанья, сырная, замороженная, приготовленная",130.0,6.54,5.33,12.14
1954,"Обед, макароны с сыром с соусом (сухая смесь), упакованный в коробку, не подвергнутый тепловой обработке",379.0,13.86,4.82,66.92
1955,"Паста (макаронные изделия), с нарезанными сосисками в томатном соусе, консервированная",90.0,4.37,2.38,11.1
1956,"Рагу из говядины, консервированное",99.0,4.41,5.53,6.95
1957,"Спагетти, без мяса, консервированные",71.0,2.22,0.71,13.04
1958,"Спагетти, с мясным соусом, замороженные",90.0,5.05,1.01,13.44
1959,"Спагетти, с фрикадельками (мясными шариками), консервированные",100.0,4.37,4.11,8.75
1960,Тесто для вареников,255.6,8.5,2.1,54.2
1961,Тесто для оладий,194.1,6.8,2.3,39.1
1962,Тесто для пельменей,234.1,7.9,1.4,50.6
1963,Тесто дрожжевое (быстрое),277.8,6.3,15.9,29.3
1964,"Тесто дрожжевое и тесто дрожжевое сдобное (для пирожков жареных, простых)",225.7,6.4,2.2,48.1
1965,"Тесто слоеное, пресное для мучных изделий",337.2,5.9,18.5,39.3
1966,Фарш ливерный,239.7,27.0,13.8,1.9
1967,Фарш мясной с луком,391.7,35.5,26.9,2.1
1968,Фарш мясной с рисом,387.8,26.7,21.1,24.3
1969,Фарш мясной с яйцом,371.7,31.6,26.5,1.9
1970,Фарш творожный (для блинчиков),184.9,16.5,8.4,11.4
1971,"Чили, без бобов, консервированные",118.0,7.53,7.1,5.6
1972,"Яичные рулеты, куриные, охлажденные, разогретые",197.0,10.44,4.51,26.14
1973,"Яичные рулеты, овощные, охлажденные, разогретые",196.0,6.62,4.67,31.99
1974,"Яичные рулеты, свиные, охлажденные, разогретые",227.0,9.94,8.18,28.49
1975,"LOMA LINDA Большие сосиски, низкожирные, консервированные, неприготовленные",154.0,23.1,4.7,4.9
1976,"MORI-NU, Тофу, мягкий, шелковый",55.0,4.8,2.7,2.9
1977,"MORI-NU, Тофу, твердый, шелковый",62.0,6.9,2.7,2.4
1978,"MORI-NU, Тофу, экстра твердый, шелковый",55.0,7.4,1.9,2.0
1979,Арахис,552.0,26.3,45.2,9.9
1980,Арахис,567.0,25.8,49.24,7.63
1981,Арахис валенсия,570.0,25.09,47.58,12.21
1982,"Арахис валенсия жаренный на масле, без соли",589.0,27.04,51.24,7.4
1983,"Арахис валенсия жареный на масле, с солью",589.0,27.04,51.24,7.4
1984,"Арахис вареный, с солью",318.0,13.5,22.01,12.46
1985,Арахис вирджиния,563.0,25.19,48.75,8.04
1986,"Арахис вирджиния жареный на масле, без соли",578.0,25.87,48.62,10.96
1987,"Арахис вирджиния, жареный на масле, с солью",578.0,25.87,48.62,10.96
1988,Арахис жареный,626.0,26.0,52.0,13.4
1989,"Арахис жареный без масла, без соли",587.0,24.35,49.66,12.86
1990,"Арахис жареный без масла, с солью",587.0,24.35,49.66,12.86
1991,"Арахис жареный на масле, без соли",599.0,28.03,52.5,5.86
1992,"Арахис жареный на масле, с солью",599.0,28.03,52.5,5.86
1993,Арахис испанский,570.0,26.15,49.6,6.33
1994,"Арахис испанский, жареный на масле, без соли",579.0,28.01,49.04,8.55
1995,"Арахис испанский, жареный на масле, с солью",579.0,28.01,49.04,8.55
1996,Арахисовая мука обезжиренная,327.0,52.2,0.55,18.9
1997,Арахисовая мука с низким содерж. жира,428.0,33.8,21.9,15.47
1998,Арахисовая паста без соли,598.0,22.21,51.36,17.31
1999,Арахисовая паста обогащенная витаминами и минералами,591.0,25.72,50.81,13.15
2000,"Арахисовая паста с кусочками орехов, без соли",589.0,24.06,49.94,13.57
2001,"Арахисовая паста с кусочками орехов, обогащенное витаминами и минералами",593.0,26.06,51.47,11.99
2002,"Арахисовая паста с кусочками орехов, с солью",589.0,24.06,49.94,13.57
2003,Арахисовая паста с омега-3,608.0,24.47,54.17,10.9
2004,"Арахисовая паста с пониж. содерж. жира, 34%",520.0,25.9,34.0,30.45
2005,Арахисовая паста с пониженным содерж. натрия,590.0,24.0,49.9,15.23
2006,Арахисовая паста с солью,598.0,22.21,51.36,17.31
2007,"Арахисовая паста, стандарт США",588.0,21.93,49.54,18.28
2008,"Арахисовое масло, паста-спред, с пониженным содерж. сахара",650.0,24.8,54.89,6.43
2009,"Бекон, из заменителя мяса (из бобовых)",309.0,11.69,29.52,2.71
2010,Боб садовый (конский) незрелый,72.0,5.6,0.6,7.5
2011,"Боб садовый (конский) незрелый, вареный, без соли",62.0,4.8,0.5,6.5
2012,"Боб садовый (конский) незрелый, вареный, с солью",62.0,4.8,0.5,10.1
2013,Бобы (фасоль фава),341.0,26.12,1.53,33.29
2014,"Бобы (фасоль фава), вареные, без соли",110.0,7.6,0.4,14.25
2015,"Бобы (фасоль фава), вареные, с солью",110.0,7.6,0.4,14.25
2016,"Бобы (фасоль фава), консервированные",71.0,5.47,0.22,8.71
2017,"Бобы мунг (маш, фасоль золотистая), зрелые семена, вареные, без доб. соли",105.0,7.02,0.38,11.55
2018,"Голубиный горох, зрелый",343.0,21.7,1.49,47.78
2019,"Голубиный горох, зрелый, вареный, без соли",121.0,6.76,0.38,16.55
2020,"Голубиный горох, зрелый, вареный, с солью",121.0,6.76,0.38,16.55
2021,"Голубиный горох, неспелый",136.0,7.2,1.64,18.78
2022,"Голубиный горох, неспелый, вареный, без соли",111.0,5.96,1.36,15.29
2023,"Голубиный горох, неспелый, вареный, с солью",111.0,5.96,1.36,15.29
2024,Горох колотый,364.0,23.12,3.89,39.43
2025,"Горох колотый, вареный, без соли",118.0,8.34,0.39,12.8
2026,"Горох колотый, вареный, с солью",116.0,8.34,0.39,12.21
2027,"Горох лущеный, крупа",299.0,23.0,1.6,48.1
2028,Горох отварной по 1-296,130.0,10.5,0.8,20.4
2029,Горох отварной с копченой грудинкой по 1-298,156.0,8.4,5.7,17.8
2030,"Горох стручковый, вареный, без соли",42.0,3.27,0.23,4.25
2031,"Горох стручковый, вареный, с солью",40.0,3.27,0.23,3.66
2032,"Горох стручковый, замороженный, вареный, без соли",52.0,3.5,0.38,5.92
2033,"Горох стручковый, замороженный, вареный, с солью",50.0,3.5,0.38,5.33
2034,"Горох стручковый, замороженный, неприготовленный",42.0,2.8,0.3,4.1
2035,"Горох стручковый, свежий",42.0,2.8,0.2,4.95
2036,"Горох, зерно цельное",298.0,20.5,2.0,49.5
2037,"Горох, проросшие семена",124.0,8.8,0.68,27.11
2038,"Горох, проросшие семена, вареный, без соли",98.0,7.05,0.51,17.08
2039,"Горох, проросшие семена, вареный, с солью",98.0,7.05,0.51,17.08
2040,Горошек зелёный,81.0,5.42,0.4,8.75
2041,"Горошек зелёный с морковью, консервы",38.0,2.17,0.27,6.48
2042,Горошек зеленый свежий,55.0,5.0,0.2,8.3
2043,Горошек зеленый сушеный,305.0,35.0,0.4,40.5
2044,"Горошек зелёный, вареный, без соли",84.0,5.36,0.22,10.13
2045,"Горошек зелёный, вареный, с солью",84.0,5.36,0.22,10.13
2046,"Горошек зелёный, замороженный",77.0,5.22,0.4,9.12
2047,"Горошек зелёный, замороженный, вареный, без соли",78.0,5.15,0.27,9.76
2048,"Горошек зелёный, замороженный, вареный, с солью",78.0,5.15,0.27,9.76
2049,"Горошек зелёный, консервированный",58.0,3.01,0.48,7.3
2050,"Горошек зелёный, консервированный, без  соли",53.0,3.19,0.3,6.45
2051,"Горошек зелёный, консервированный, без соли, содержимое без жидкости",69.0,4.42,0.35,8.48
2052,"Горошек зелёный, консервированный, со специями",50.0,3.09,0.27,7.25
2053,"Горошек зелёный, консервированный, содержимое без жидкости",68.0,4.47,0.8,6.46
2054,"Горошек зелёный, консервированный, содержимое без жидкости, промытый водой",71.0,4.33,0.95,11.82
2055,Горошек зеленый. Консервы,40.0,3.1,0.2,6.5
2056,"Ёкан, желе из бобов адзуки (японский десерт)",260.0,3.29,0.12,60.72
2057,Заменитель мяса,311.0,41.71,2.97,17.21
2058,"Запеченные бобы, консервированные, без доб. соли",105.0,4.8,0.4,14.99
2059,Камедь бобов рожкового дерева,222.0,4.62,0.65,49.08
2060,"Колбаса, из заменителя мяса",255.0,20.28,18.16,5.29
2061,"Кормовые бобы, в стучках",88.0,7.92,0.73,10.13
2062,"Коровий горох (вигна китайская), catjang, зрелый",343.0,23.85,2.07,48.94
2063,"Коровий горох (вигна китайская), catjang, зрелый, вареный, без соли",117.0,8.13,0.71,16.72
2064,"Коровий горох (вигна китайская), catjang, зрелый, вареный, с солью",117.0,8.13,0.71,16.72
2065,"Коровий горох (вигна китайская), листья",29.0,4.1,0.25,4.82
2066,"Коровий горох (вигна китайская), листья, вареные, без соли",22.0,4.67,0.1,2.8
2067,"Коровий горох (вигна китайская), листья, вареные, с солью",22.0,4.67,0.1,2.8
2068,"Коровий горох (вигна китайская), молодые стручки с семенами, вареные, без соли",34.0,2.6,0.3,7.0
2069,"Коровий горох (вигна китайская), молодые стручки с семенами, вареные, с солью",34.0,2.6,0.3,7.0
2070,"Коровий горох (вигна китайская), молодые стручки с семенами, сырые",44.0,3.3,0.3,6.2
2071,"Крылатые бобы (спаржевый горох, квадратный горох), зрелые",409.0,29.65,16.32,15.81
2072,"Крылатые бобы (спаржевый горох, квадратный горох), зрелые, вареные, вареная, без соли",147.0,10.62,5.84,14.94
2073,"Крылатые бобы (спаржевый горох, квадратный горох), зрелые, вареные, с солью",147.0,10.62,5.84,14.94
2074,"Крылатые бобы (спаржевый горох, квадратный горох), клубни, сырые",148.0,11.6,0.9,28.1
2075,"Крылатые бобы (спаржевый горох, квадратный горох), листья, сырые",74.0,5.85,1.1,14.1
2076,"Крылатые бобы (спаржевый горох, квадратный горох), незрелые",49.0,6.95,0.87,4.31
2077,"Крылатые бобы (спаржевый горох, квадратный горох), незрелые, вареные, без соли",38.0,5.31,0.66,3.21
2078,"Крылатые бобы (спаржевый горох, квадратный горох), незрелые, вареные, с солью",37.0,5.31,0.66,3.21
2079,"Кукуруза желтая, консервированная, промытая водой",64.0,2.18,1.43,11.32
2080,"Лимская фасоль Фордхук, незрелая, замороженная",106.0,6.4,0.35,14.33
2081,"Лимская фасоль Фордхук, незрелая, замороженная, вареная без соли",103.0,6.07,0.34,14.02
2082,"Лимская фасоль Фордхук, незрелая, замороженная, вареная с солью",103.0,6.07,0.34,14.02
2083,"Лимская фасоль, крупная, зрелая",338.0,21.46,0.69,44.38
2084,"Лимская фасоль, крупная, зрелая, вареная, без соли",115.0,7.8,0.38,13.88
2085,"Лимская фасоль, крупная, зрелая, вареная, с солью",115.0,7.8,0.38,13.88
2086,"Лимская фасоль, крупная, зрелая, консервированная",79.0,4.93,0.17,10.11
2087,"Лимская фасоль, мелкая, зрелая",335.0,20.62,0.93,42.23
2088,"Лимская фасоль, мелкая, зрелая, вареная, без соли",126.0,8.04,0.38,15.61
2089,"Лимская фасоль, мелкая, зрелая, вареная, с солью",126.0,8.04,0.38,15.61
2090,"Лимская фасоль, мелкая, незрелая, замороженная",132.0,7.59,0.44,19.14
2091,"Лимская фасоль, мелкая, незрелая, замороженная, вареная, без соли",105.0,6.65,0.3,14.65
2092,"Лимская фасоль, мелкая, незрелая, замороженная, вареная, с солью",105.0,6.65,0.3,14.65
2093,"Лимская фасоль, незрелая",113.0,6.84,0.86,15.27
2094,"Лимская фасоль, незрелая, вареная, без соли",123.0,6.81,0.32,18.24
2095,"Лимская фасоль, незрелая, вареная, с солью",123.0,6.81,0.32,18.34
2096,"Лимская фасоль, незрелая, консервированная",71.0,4.07,0.29,9.73
2097,"Лимская фасоль, незрелая, консервированная, без соли",71.0,4.07,0.29,9.73
2098,"Лобия (гиацинтовые бобы, египетские бобы) зрелые",344.0,23.9,1.69,35.14
2099,"Лобия (гиацинтовые бобы, египетские бобы) зрелые вареные, без соли",117.0,8.14,0.58,20.69
2100,"Лобия (гиацинтовые бобы, египетские бобы) зрелые вареные, с солью",117.0,8.14,0.58,20.7
2101,"Лобия (гиацинтовые бобы, египетские бобы) незрелые",46.0,2.1,0.2,5.89
2102,"Лобия (гиацинтовые бобы, египетские бобы) незрелые, вареные, без соли",50.0,2.95,0.27,9.2
2103,"Лобия (гиацинтовые бобы, египетские бобы) незрелые, вареные, с солью",50.0,2.95,0.27,9.2
2104,"Люпин (волчий боб), зрелые семена",371.0,36.17,9.74,21.47
2105,"Люпин (волчий боб), зрелые семена, вареные, без соли",119.0,15.57,2.92,7.08
2106,"Люпин (волчий боб), зрелые семена, вареные, с солью",116.0,15.57,2.92,6.49
2107,Маш (бобы мунг),300.0,23.5,2.0,46.0
2108,Маш (бобы мунг),347.0,23.86,1.15,46.32
2109,"Маш (бобы мунг) проросшие семена, вареные, с солью",19.0,2.03,0.09,2.8
2110,"Маш (бобы мунг) проросшие семена, консервированные, сухой продукт без маринада",12.0,1.4,0.06,1.34
2111,"Маш (бобы мунг), вареные, с доб. соли",105.0,7.02,0.38,11.55
2112,"Маш (бобы мунг), проросшие, вареные, без соли",21.0,2.03,0.09,3.39
2113,"Маш (бобы мунг), проросшие, жареные",50.0,4.3,0.21,8.69
2114,"Маш (бобы мунг), проросшие, сырые",30.0,3.04,0.18,4.14
2115,"Маш красный (фасоль адзуки), зрелые семена",329.0,19.87,0.53,50.2
2116,"Маш красный (фасоль адзуки), зрелые семена, вареный, без соли",128.0,7.52,0.1,17.47
2117,"Маш красный (фасоль адзуки), зрелые семена, вареный, с солью",128.0,7.52,0.1,17.47
2118,"Маш красный (фасоль адзуки), зрелые семена, консервированный, подслащенный",237.0,3.8,0.03,55.01
2119,"Маш чёрный (урд, или маи)",341.0,25.21,1.64,40.69
2120,"Маш чёрный (урд, или маи), вареный, без соли",105.0,7.54,0.55,11.94
2121,Мисо,198.0,12.79,6.01,19.97
2122,Натто (сброженные соевые бобы),211.0,19.4,11.0,7.28
2123,Нут (турецкий горох),378.0,20.47,6.04,50.75
2124,Нут (турецкий горох),309.0,20.1,4.32,46.16
2125,"Нут (турецкий горох), вареный, без соли",164.0,8.86,2.59,19.82
2126,"Нут (турецкий горох), вареный, с солью",164.0,8.86,2.59,19.82
2127,"Нут (турецкий горох), консервированный",88.0,4.92,1.95,9.09
2128,"Нут (турецкий горох), консервированный, промытый водой",138.0,7.04,2.47,16.57
2129,"Нут (турецкий горох), консервированный, с пониженным содержанием натрия",88.0,4.92,1.95,9.09
2130,"Нут (турецкий горох), консервированный, содержимое без жидкости",139.0,7.05,2.77,16.13
2131,Нутовая мука,387.0,22.39,6.69,47.02
2132,"Пападам, тонкая лепёшка из чечевичной муки",371.0,25.56,3.25,41.27
2133,"Пюре из бобов, мексиканская кухня, консервированное",90.0,4.98,2.01,9.85
2134,"Пюре из бобов, мексиканская кухня, консервированное, вегетарианское",83.0,5.28,0.87,8.8
2135,"Пюре из бобов, мексиканская кухня, консервированное, обезжиренное",79.0,5.34,0.45,8.8
2136,"Сарделька (сосиска), из бобового заменителя мяса",233.0,19.61,13.73,3.8
2137,"Смесь бобовых (кукуруза, лимская фасоль, горох, зеленые бобы, морковь), консервированная, без добавления соли",37.0,1.4,0.2,4.21
2138,Соевая вермишель,331.0,0.1,0.1,78.42
2139,Соевая мука необезжиренная,385.0,36.5,18.6,17.9
2140,Соевая мука обезжиренная,291.0,48.9,1.0,21.7
2141,Соевая мука полуобезжиренная,334.0,43.0,9.5,19.1
2142,"Соевая мука, необезжиренная, поджаренная",439.0,38.09,21.86,20.68
2143,"Соевая мука, необезжиренная, сырая",434.0,37.81,20.65,22.32
2144,"Соевая мука, низкожирная",372.0,49.81,8.9,14.63
2145,"Соевая мука, обезжиренная",327.0,51.46,1.22,16.42
2146,"Соевое молоко, маложирное, с доб. кальция, витаминов A и D",43.0,1.65,0.62,6.4
2147,"Соевое молоко, натуральное и ванильное, легкое, неподслащенное, с доб. кальция, витаминов A и D",34.0,2.62,0.85,3.25
2148,"Соевое молоко, натуральное и ванильное, легкое, с доб. кальция, витаминов A и D",30.0,2.38,0.77,3.21
2149,"Соевое молоко, натуральное и ванильное, необогащенное",54.0,3.27,1.75,5.68
2150,"Соевое молоко, натуральное и ванильное, с доб. кальция, витаминов A и D",43.0,2.6,1.47,4.72
2151,"Соевое молоко, неподслащенное, с доб. кальция, витаминов A и D",33.0,2.86,1.61,1.24
2152,"Соевое молоко, обезжиренное, с доб. кальция, витаминов A и D",28.0,2.47,0.04,3.94
2153,"Соевое молоко, обогащенное (витаминами А, С. Е, D, B1, В6, РР, калием, кальцием)",45.0,2.94,1.99,3.05
2154,"Соевое молоко, шоколадное и другие вкусы, легкое, с доб. кальция, витаминов A и D",47.0,2.1,0.64,7.54
2155,"Соевое молоко, шоколадное, необогащенное",63.0,2.26,1.53,9.55
2156,"Соевое молоко, шоколадное, обезжиренное, с доб. кальция, витаминов A и D",44.0,2.47,0.04,8.31
2157,"Соевое молоко, шоколадное, с доб. кальция, витаминов A и D",63.0,2.26,1.53,9.55
2158,"Соевые бобы, зеленые",147.0,12.95,6.8,6.85
2159,"Соевые бобы, зеленые, вареные, без соли",141.0,12.35,6.4,6.85
2160,"Соевые бобы, зеленые, вареные, с солью",141.0,12.35,6.4,6.85
2161,"Соевые бобы, зрелые",446.0,36.49,19.94,20.86
2162,"Соевые бобы, зрелые, вареные, без доб. соли",172.0,18.21,8.97,2.36
2163,"Соевые бобы, зрелые, вареные, с доб. соли",172.0,18.21,8.97,2.36
2164,"Соевые бобы, зрелые, поджаренные без масла",449.0,43.32,21.62,20.88
2165,"Соевые бобы, зрелые, поджаренные, без доб. соли",469.0,38.55,25.4,12.52
2166,"Соевые бобы, зрелые, поджаренные, с доб. соли",469.0,38.55,25.4,12.52
2167,"Соевые бобы, спелые проросшие семена, жаренные",125.0,13.1,7.1,8.6
2168,"Соевые бобы, спелые проросшие семена, жаренные, с солью",125.0,13.1,7.1,8.6
2169,"Соевые бобы, спелые проросшие семена, приготовленные на пару",81.0,8.47,4.45,5.73
2170,"Соевые бобы, спелые проросшие семена, приготовленные на пару, с солью",81.0,8.47,4.45,5.73
2171,"Соевые бобы, спелые проросшие семена, сырые",122.0,13.09,6.7,8.47
2172,"Соевый жмых, обезжиренный",337.0,49.2,2.39,35.89
2173,Соевый протеиновый изолят,335.0,88.32,3.39,0.0
2174,"Соевый протеиновый концентрат, технология спиртовой экстракции",328.0,63.63,0.46,19.91
2175,Соевый творог,151.0,12.5,8.1,6.9
2176,"Соя, зерно",364.0,36.7,17.8,17.3
2177,Спаржевая фасоль вигна,47.0,2.8,0.4,8.35
2178,"Спаржевая фасоль вигна, вареная, без соли",47.0,2.53,0.1,9.18
2179,"Спаржевая фасоль вигна, вареная, с солью",47.0,2.53,0.1,9.17
2180,"Спаржевая фасоль вигна, зрелые семена",347.0,24.33,1.31,50.91
2181,"Спаржевая фасоль вигна, зрелые семена, вареная с солью",118.0,8.29,0.45,17.29
2182,"Спаржевая фасоль вигна, зрелые семена, вареная, без соли",118.0,8.29,0.45,17.29
2183,"Спред для сэндвичей, из заменителя мяса",149.0,8.0,9.0,5.7
2184,"Суккоташ (смесь кукурузы и лимской фасоли), вареная, без соли",115.0,5.07,0.8,19.88
2185,"Суккоташ (смесь кукурузы и лимской фасоли), вареная, с солью",111.0,5.07,0.8,24.37
2186,"Суккоташ (смесь кукурузы и лимской фасоли), замороженная",93.0,4.31,0.89,15.94
2187,"Суккоташ (смесь кукурузы и лимской фасоли), замороженная, вареная, без соли",93.0,4.31,0.89,15.85
2188,"Суккоташ (смесь кукурузы и лимской фасоли), замороженная, вареная, с солью",93.0,4.31,0.89,15.85
2189,"Суккоташ (смесь кукурузы и лимской фасоли), с раздавленными зарнами кукурузы, консервированная",77.0,2.64,0.54,14.61
2190,"Суккоташ (смесь кукурузы и лимской фасоли), с цельными зарнами кукурузы, консервированная",63.0,2.6,0.49,11.38
2191,"Суккоташ (смесь кукурузы и лимской фасоли), сырая",99.0,5.03,1.02,15.79
2192,Темпе,192.0,20.29,10.8,7.64
2193,"Темпе, приготовленный",195.0,19.91,11.38,7.62
2194,Тофу йогурт,94.0,3.5,1.8,15.76
2195,Тофу ферментированный (fuyu),116.0,8.92,8.0,4.38
2196,"Тофу ферментированный (fuyu), приготовленный с сульфатом кальция",116.0,8.15,8.0,5.15
2197,"Тофу, жареный",270.0,18.82,20.18,4.96
2198,"Тофу, жареный, приготовлен с сульфатом кальция",270.0,18.82,20.18,4.96
2199,"Тофу, мягкий, приготовленный с сульфатом кальция и хлоридом магния (нигари)",61.0,7.17,3.69,0.98
2200,"Тофу, окара (соевый жмых)",76.0,3.52,1.73,12.23
2201,"Тофу, плотый, приготовленный с сульфатом кальция и хлоридом магния (нигари)",78.0,9.04,4.17,1.95
2202,"Тофу, сушено-замороженный (Коядофу)",477.0,52.47,30.34,2.83
2203,"Тофу, сушено-замороженный (Коядофу), приготовленный с сульфатом кальция",470.0,52.43,30.34,7.1
2204,"Тофу, сырой, обычный, 8% белка, приготовленный с сульфатом кальция",76.0,8.08,4.78,1.57
2205,"Тофу, сырой, твёрдый, приготовленный с сульфатом кальция",144.0,17.27,8.72,0.48
2206,"Тофу, твёрдый 10% белка, приготовленный с сульфатом кальция и хлоридом магния (нигари)",83.0,9.98,5.26,0.18
2207,"Тофу, твердый 12,7% белка, приготовленный с сульфатом кальция и хлоридом магния (нигари)",145.0,12.68,9.99,3.79
2208,Фалафель домашнего приготовления,333.0,13.31,17.8,31.84
2209,Фасолевый отвар из-под тушеной фасоли кидни,47.0,1.8,3.2,2.7
2210,"Фасоль белая (великие северные бобы), зрелая",339.0,21.86,1.14,42.17
2211,"Фасоль белая (великие северные бобы), зрелая, вареная, без соли",118.0,8.33,0.45,14.09
2212,"Фасоль белая (великие северные бобы), зрелая, вареная, с солью",118.0,8.33,0.45,14.09
2213,"Фасоль белая (великие северные бобы), зрелая, консервированная",114.0,7.37,0.39,16.12
2214,"Фасоль белая (великие северные бобы), зрелая, консервированная, с пониженным содержанием натрия",114.0,7.37,0.39,16.12
2215,"Фасоль белая Нэви, зрелые семена",337.0,22.33,1.5,45.45
2216,"Фасоль белая Нэви, зрелые семена, вареная, без доб. соли",140.0,8.23,0.62,15.55
2217,"Фасоль белая Нэви, зрелые семена, вареная, с доб. соли",140.0,8.23,0.62,15.55
2218,"Фасоль белая Нэви, зрелые семена, консервированная",113.0,7.53,0.43,15.35
2219,"Фасоль белая Нэви, проросшая",67.0,6.15,0.7,13.05
2220,"Фасоль белая Нэви, проросшая, вареная без соли",78.0,7.07,0.81,15.01
2221,"Фасоль белая Нэви, проросшая, вареная с солью",78.0,7.07,0.81,15.01
2222,"Фасоль белая, зрелые семена",333.0,23.36,0.85,45.07
2223,"Фасоль белая, зрелые семена, вареная, без соли",139.0,9.73,0.35,18.79
2224,"Фасоль белая, зрелые семена, вареная, с солью",139.0,9.73,0.35,18.79
2225,"Фасоль белая, зрелые семена, консервированная",114.0,7.26,0.29,16.4
2226,"Фасоль белая, мелкая, зрелые семена",336.0,21.11,1.18,37.35
2227,"Фасоль белая, мелкая, зрелые семена, вареная, без соли",142.0,8.97,0.64,15.41
2228,"Фасоль белая, мелкая, зрелые семена, вареная, с солью",142.0,8.97,0.64,15.41
2229,"Фасоль желтая, зрелые семена",345.0,22.0,2.6,35.6
2230,"Фасоль желтая, зрелые семена, вареная, без соли",144.0,9.16,1.08,14.88
2231,"Фасоль желтая, зрелые семена, вареная, с солью",144.0,9.16,1.08,14.88
2232,"Фасоль кидни красная, зрелая",337.0,22.53,1.06,46.09
2233,"Фасоль кидни красная, зрелая, вареная без соли",127.0,8.67,0.5,15.4
2234,"Фасоль кидни красная, зрелая, вареная с солью",127.0,8.67,0.5,15.4
2235,"Фасоль кидни красная, зрелая, консервированная",81.0,5.22,0.36,10.53
2236,"Фасоль кидни красная, зрелая, консервированная, с пониженным содержанием натрия",81.0,5.22,0.36,9.53
2237,"Фасоль кидни красная, зрелая, консервированная, содержимое без жидкости",124.0,7.98,1.05,15.99
2238,"Фасоль кидни красная, зрелая, консервированная, содержимое без жидкости, промытая водой",121.0,8.12,0.93,14.8
2239,"Фасоль кидни красная, калифорнийская, зрелая, вареная, без доб. соли",124.0,9.13,0.09,13.11
2240,"Фасоль кидни красная, калифорнийская, зрелая, вареная, с доб. соли",124.0,9.13,0.09,13.11
2241,"Фасоль кидни красная, калифорнийская, зрелая, сырая",330.0,24.37,0.25,34.9
2242,"Фасоль кидни красная, королевская, зрелая",329.0,25.33,0.45,33.43
2243,"Фасоль кидни красная, королевская, зрелая, вареная, без доб. соли",123.0,9.49,0.17,12.55
2244,"Фасоль кидни красная, королевская, зрелая, вареная, с доб. соли",123.0,9.49,0.17,12.55
2245,"Фасоль кидни, все виды, зрелая",333.0,23.58,0.83,35.11
2246,"Фасоль кидни, все виды, зрелая, вареная, без соли",127.0,8.67,0.5,16.4
2247,"Фасоль кидни, все виды, зрелая, вареная, с солью",127.0,8.67,0.5,16.4
2248,"Фасоль кидни, все виды, зрелая, консервированная",84.0,5.22,0.6,10.2
2249,"Фасоль кидни, проросшая",29.0,4.2,0.5,4.1
2250,"Фасоль кидни, проросшая, вареная без соли",33.0,4.83,0.58,4.72
2251,"Фасоль кидни, проросшая, вареная с солью",33.0,4.83,0.58,4.72
2252,"Фасоль кранберри (римская фасоль, борлотти), зрелые семена",335.0,23.03,1.23,35.35
2253,"Фасоль кранберри (римская фасоль, борлотти), зрелые семена, вареная, без соли",136.0,9.34,0.46,15.86
2254,"Фасоль кранберри (римская фасоль, борлотти), зрелые семена, вареная, с солью",136.0,9.34,0.46,15.86
2255,"Фасоль кранберри (римская фасоль, борлотти), зрелые семена, консервированная",83.0,5.54,0.28,8.82
2256,Фасоль мотыльковая (mothbeans),343.0,22.94,1.61,61.52
2257,"Фасоль мотыльковая (mothbeans), вареная, без соли",117.0,7.81,0.55,20.96
2258,"Фасоль мотыльковая (mothbeans), вареная, с солью",117.0,7.81,0.55,20.96
2259,"Фасоль пинто (пёстрая), зрелая",347.0,21.42,1.23,47.05
2260,"Фасоль пинто (пёстрая), зрелая, вареная, без соли",143.0,9.01,0.65,17.22
2261,"Фасоль пинто (пёстрая), зрелая, вареная, с солью",143.0,9.01,0.65,17.22
2262,"Фасоль пинто (пёстрая), зрелая, консервированная",82.0,4.6,0.56,10.58
2263,"Фасоль пинто (пёстрая), зрелая, консервированная, с пониженным содержанием соли",82.0,4.6,0.56,10.58
2264,"Фасоль пинто (пёстрая), зрелая, консервированная, содержимое без жидкости, промытая водой",117.0,7.04,0.97,20.77
2265,"Фасоль пинто (пёстрая), зрелые проросшие семена",62.0,5.25,0.9,11.6
2266,"Фасоль пинто (пёстрая), зрелые проросшие семена, вареные, без соли",22.0,1.86,0.32,4.1
2267,"Фасоль пинто (пёстрая), зрелые проросшие семена, вареные, с солью",20.0,1.86,0.32,3.5
2268,"Фасоль пинто (пёстрая), консервированная, содержимое без жидкости",114.0,6.99,0.9,14.72
2269,"Фасоль пинто (пёстрая), незрелые семена, замороженная",170.0,9.8,0.5,26.8
2270,"Фасоль пинто (пёстрая), незрелые семена, замороженная, вареная, без соли",162.0,9.31,0.48,25.47
2271,"Фасоль пинто (пёстрая), незрелые семена, замороженные, вареные, с солью",162.0,9.31,0.48,25.47
2272,"Фасоль розовая, зрелые семена",343.0,20.96,1.13,51.49
2273,"Фасоль розовая, зрелые семена, вареная, без соли",149.0,9.06,0.49,22.61
2274,"Фасоль розовая, зрелые семена, вареная, с солью",149.0,9.06,0.49,22.61
2275,Фасоль стручковая,23.0,2.5,0.3,3.0
2276,"Фасоль стручковая шелли, консервированная",30.0,1.76,0.19,2.79
2277,"Фасоль стручковая, желтая",31.0,1.82,0.12,3.73
