id_films,names_films,types_film,rating_films,years_films,links_films
zveropolis_2016,Зверополис,Мультфильм,8.3,2016,https://www.kinopoisk.ru/film/775276/
poezd_v_pusan_2016,Поезд в Пусан,"Ужасы, Боевик",7.2,2016,https://www.kinopoisk.ru/film/977288/
